RawFile	Plate	Position	RunOrder	SampleNo	Condition
LFQ intensity 525_S322-1014402157-P5-H8	P05	H08	1401	1014402157	2
LFQ intensity 525_S322-1015624547-P5-H9	P05	H09	1402	1015624547	2
LFQ intensity 525_S322-1014401650-P5-H10	P05	H10	1403	1014401650	1
LFQ intensity 525_S322-1015629239-P5-H11	P05	H11	1404	1015629239	1
LFQ intensity 525_S322-1015640370-P5-H12	P05	H12	1405	1015640370	Pool2
LFQ intensity 526_S322-1015908432-P6-A1	P06	A01	1406	1015908432	2
LFQ intensity 526_S322-1014398029-P6-A2	P06	A02	1407	1014398029	1
LFQ intensity 526_S322-1015908374-P6-A4	P06	A04	1408	1015908374	4
LFQ intensity 526_S322-1014402162-P6-A6	P06	A06	1409	1014402162	2
LFQ intensity 526_S322-1015908714-P6-A7	P06	A07	1410	1015908714	2
LFQ intensity 526_S322-1014579460-P6-A8	P06	A08	1411	1014579460	2
LFQ intensity 526_S322-1015922606-P6-A9	P06	A09	1412	1015922606	3
LFQ intensity 526_S322-1014401717-P6-A10	P06	A10	1413	1014401717	1
LFQ intensity 526_S322-1015922925-P6-A11	P06	A11	1414	1015922925	3
LFQ intensity 526_S322-1014401866-P6-A12	P06	A12	1415	1014401866	1
LFQ intensity 526_S322-1015627635-P6-B1	P06	B01	1416	1015627635	4
LFQ intensity 526_S322-1014397835-P6-B2	P06	B02	1417	1014397835	2
LFQ intensity 526_S322-1014395936-P6-B3	P06	B03	1418	1014395936	3
LFQ intensity 526_S322-1014402723-P6-B5	P06	B05	1419	1014402723	2
LFQ intensity 526_S322-1015912480-P6-B6	P06	B06	1420	1015912480	1
LFQ intensity 526_S322-1014579500-P6-B8	P06	B08	1421	1014579500	2
LFQ intensity 526_S322-1015634809-P6-B9	P06	B09	1422	1015634809	3
LFQ intensity 526_S322-1014402745-P6-B10	P06	B10	1423	1014402745	2
LFQ intensity 526_S322-1015634829-P6-B11	P06	B11	1424	1015634829	3
LFQ intensity 526_S322-1015914219-P6-B12	P06	B12	1425	1015914219	Pool1
LFQ intensity 526_S322-1014401689-P6-C1	P06	C01	1426	1014401689	1
LFQ intensity 526_S322-1015631565-P6-C2	P06	C02	1427	1015631565	3
LFQ intensity 526_S322-1015922931-P6-C3	P06	C03	1428	1015922931	2
LFQ intensity 526_S322-1014401882-P6-C4	P06	C04	1429	1014401882	2
LFQ intensity 526_S322-1015922783-P6-C5	P06	C05	1430	1015922783	1
LFQ intensity 526_S322-1015908417-P6-C6	P06	C06	1431	1015908417	3
LFQ intensity 526_S322-1015903194-P6-C7	P06	C07	1432	1015903194	1
LFQ intensity 526_S322-1015923931-P6-C8	P06	C08	1433	1015923931	1
LFQ intensity 526_S322-1014401660-P6-C9	P06	C09	1434	1014401660	2
LFQ intensity 526_S322-1014395930-P6-C10	P06	C10	1435	1014395930	3
LFQ intensity 526_S322-1015922894-P6-C11	P06	C11	1436	1015922894	3
LFQ intensity 526_S322-1014402738-P6-C12	P06	C12	1437	1014402738	1
LFQ intensity 612_S322-1015627639-P6-D1	P06	D01	1438	1015627639	2
LFQ intensity 612_S322-1014401673-P6-D2	P06	D02	1439	1014401673	3
LFQ intensity 612_S322-1015908383-P6-D3	P06	D03	1440	1015908383	1
LFQ intensity 612_S322-1015628651-P6-D4	P06	D04	1441	1015628651	3
LFQ intensity 612_S322-1015908062-P6-D5	P06	D05	1442	1015908062	1
LFQ intensity 612_S322-1015903197-P6-D6	P06	D06	1443	1015903197	1
LFQ intensity 612_S322-1015907931-P6-D8	P06	D08	1444	1015907931	3
LFQ intensity 612_S322-1015926658-P6-D9	P06	D09	1445	1015926658	2
LFQ intensity 612_S322-1014397942-P6-D10	P06	D10	1446	1014397942	3
LFQ intensity 612_S322-1015640346-P6-D12	P06	D12	1447	1015640346	Pool2
LFQ intensity 612_S322-1015627579-P6-E2	P06	E02	1448	1015627579	3
LFQ intensity 612_S322-1015908727-P6-E3	P06	E03	1449	1015908727	3
LFQ intensity 612_S322-1015622022-P6-E5	P06	E05	1450	1015622022	2
LFQ intensity 612_S322-1015629228-P6-E6	P06	E06	1451	1015629228	2
LFQ intensity 612_S322-1015924728-P6-E7	P06	E07	1452	1015924728	1
LFQ intensity 612_S322-1015908729-P6-E8	P06	E08	1453	1015908729	1
LFQ intensity 612_S322-1015637752-P6-E9	P06	E09	1454	1015637752	1
LFQ intensity 612_S322-1015634770-P6-E10	P06	E10	1455	1015634770	1
LFQ intensity 612_S322-1015631554-P6-E11	P06	E11	1456	1015631554	3
LFQ intensity 612_S322-1015907962-P6-E12	P06	E12	1457	1015907962	4
LFQ intensity 612_S322-1015621853-P6-F1	P06	F01	1458	1015621853	3
LFQ intensity 612_S322-1015922909-P6-F2	P06	F02	1459	1015922909	3
LFQ intensity 612_S322-1014402766-P6-F3	P06	F03	1460	1014402766	3
LFQ intensity 612_S322-1014394990-P6-F5	P06	F05	1461	1014394990	3
LFQ intensity 612_S322-1015634828-P6-F6	P06	F06	1462	1015634828	2
LFQ intensity 612_S322-1014396481-P6-F7	P06	F07	1463	1014396481	1
LFQ intensity 612_S322-1014397977-P6-F8	P06	F08	1464	1014397977	2
LFQ intensity 612_S322-1014401856-P6-F9	P06	F09	1465	1014401856	3
LFQ intensity 612_S322-1014579516-P6-F10	P06	F10	1466	1014579516	3
LFQ intensity 612_S322-1014401675-P6-F11	P06	F11	1467	1014401675	2
LFQ intensity 612_S322-1015914132-P6-F12	P06	F12	1468	1015914132	Pool1
LFQ intensity 612_S322-1014402200-P6-G1	P06	G01	1469	1014402200	2
LFQ intensity 612_S322-1015922865-P6-G2	P06	G02	1470	1015922865	3
LFQ intensity 612_S322-1015634792-P6-G3	P06	G03	1471	1015634792	2
LFQ intensity 612_S322-1014579472-P6-G4	P06	G04	1472	1014579472	1
LFQ intensity 612_S322-1015631475-P6-G5	P06	G05	1473	1015631475	2
LFQ intensity 612_S322-1015923898-P6-G6	P06	G06	1474	1015923898	4
LFQ intensity 612_S322-1015624750-P6-G7	P06	G07	1475	1015624750	2
LFQ intensity 612_S322-1015908436-P6-G8	P06	G08	1476	1015908436	2
LFQ intensity 612_S322-1015922844-P6-G9	P06	G09	1477	1015922844	2
LFQ intensity 612_S322-1015908902-P6-G10	P06	G10	1478	1015908902	3
LFQ intensity 612_S322-1014402106-P6-G11	P06	G11	1479	1014402106	1
LFQ intensity 612_S322-1015922916-P6-G12	P06	G12	1480	1015922916	2
LFQ intensity 612_S322-1014402061-P6-H1	P06	H01	1481	1014402061	1
LFQ intensity 612_S322-1015623295-P6-H2	P06	H02	1482	1015623295	2
LFQ intensity 612_S322-1015908684-P6-H3	P06	H03	1483	1015908684	1
LFQ intensity 612_S322-1015624700-P6-H4	P06	H04	1484	1015624700	2
LFQ intensity 612_S322-1015631505-P6-H5	P06	H05	1485	1015631505	3
LFQ intensity 612_S322-1015621825-P6-H6	P06	H06	1486	1015621825	3
LFQ intensity 612_S322-1015907889-P6-H7	P06	H07	1487	1015907889	2
LFQ intensity 612_S322-1014579419-P6-H8	P06	H08	1488	1014579419	3
LFQ intensity 612_S322-1015623571-P6-H9	P06	H09	1489	1015623571	3
LFQ intensity 612_S322-1014402393-P6-H10	P06	H10	1490	1014402393	3
LFQ intensity 612_S322-1014397965-P6-H11	P06	H11	1491	1014397965	2
LFQ intensity 612_S322-1015640354-P6-H12	P06	H12	1492	1015640354	Pool2
LFQ intensity 616_S322-P3-C10-1015628660-reinject	P03	C10	1493	1015628660	1
LFQ intensity 624_S322-P6-B7-1014579327-reprep	P06	B07	1494	1014579327	2
LFQ intensity 624_S322-P6-D11-1015635800-reprep	P06	D11	1495	1015635800	3
LFQ intensity 624_S322-P6-E1-1015634824-reprep	P06	E01	1496	1015634824	2
LFQ intensity 616_S322-P7-H1-1015922837-reinject	P07	H01	1497	1015922837	1
LFQ intensity 616_S322-P7-H5-1015634786-reinject	P07	H05	1498	1015634786	1
LFQ intensity 616_S322-P7-H9-1015622325-reinject	P07	H09	1499	1015622325	3
LFQ intensity 624_S322-P8-A2-1015922843-reprep	P08	A02	1500	1015922843	1
LFQ intensity 624_S322-P8-A3-1015924142-reprep	P08	A03	1501	1015924142	1
LFQ intensity 616_S322-P8-A4-1014401656-reinject	P08	A04	1502	1014401656	3
LFQ intensity 624_S322-P8-A5-1015923972-reprep	P08	A05	1503	1015923972	3
LFQ intensity 616_S322-P8-A6-1014402047-reinject	P08	A06	1504	1014402047	2
LFQ intensity 624_S322-P8-A7-1015922771-reprep	P08	A07	1505	1015922771	1
LFQ intensity 616_S322-P8-A8-1015630771-reinject	P08	A08	1506	1015630771	3
LFQ intensity 616_S322-P8-A9-1015907963-reinject	P08	A09	1507	1015907963	1
LFQ intensity 616_S322-P8-A10-1015628634-reinject	P08	A10	1508	1015628634	1
LFQ intensity 616_S322-P8-A11-1015621821-reinject	P08	A11	1509	1015621821	2
LFQ intensity 616_S322-P8-A12-1015635776-reinject	P08	A12	1510	1015635776	1
LFQ intensity 616_S322-P8-B2-1014579268-reinject	P08	B02	1511	1014579268	1
LFQ intensity 616_S322-P8-B3-1015631421-reinject	P08	B03	1512	1015631421	2
LFQ intensity 616_S322-P8-B4-1014579270-reinject	P08	B04	1513	1014579270	3
LFQ intensity 616_S322-P8-B5-1014395956-reinject	P08	B05	1514	1014395956	3
LFQ intensity 616_S322-P8-B6-1014396027-reinject	P08	B06	1515	1014396027	1
LFQ intensity 616_S322-P8-B9-1015629242-reinject	P08	B09	1516	1015629242	1
LFQ intensity 624_S322-P9-C5-1015922778-reprep	P09	C05	1517	1015922778	4
LFQ intensity 616_S322-P9-C6-1015624757-reinject	P09	C06	1518	1015624757	3
LFQ intensity 624_S322-P10-D2-1015627582-reprep	P10	D02	1519	1015627582	2
LFQ intensity 624_S322-P10-E9-1014401975-reprep	P10	E09	1520	1014401975	2
LFQ intensity 624_S322-P10-F3-1015922821-reprep	P10	F03	1521	1015922821	2
LFQ intensity 624_S322-P10-F9-1014402774-reprep	P10	F09	1522	1014402774	2
LFQ intensity 624_S322-P10-H1-1015631477-reprep	P10	H01	1523	1015631477	4
LFQ intensity 624_S322-P12-C9-1015631481-reprep	P12	C09	1524	1015631481	4
LFQ intensity 616_S322-P13-H8-1015623360-reinject	P13	H08	1525	1015623360	2
LFQ intensity 616_S322-P14-A10-1015623311-reinject	P14	A10	1526	1015623311	2
LFQ intensity 616_S322-P14-A12-1015623491-reinject	P14	A12	1527	1015623491	3
LFQ intensity 616_S322-P14-B2-1014394932-reinject	P14	B02	1528	1014394932	1
LFQ intensity 616_S322-P14-B7-1014394992-reinject	P14	B07	1529	1014394992	2
LFQ intensity 616_S322-P14-B10-1015907924-reinject	P14	B10	1530	1015907924	4
LFQ intensity 616_S322-P14-B12-1015914214-reinject	P14	B12	1531	1015914214	Pool1
LFQ intensity 616_S322-P14-C2-1014396951-reinject	P14	C02	1532	1014396951	3
LFQ intensity 616_S322-P14-C4-1014395898-reinject	P14	C04	1533	1014395898	3
LFQ intensity 616_S322-P14-C5-1015923855-reinject	P14	C05	1534	1015923855	2
LFQ intensity 616_S322-P14-C6-1014396025-reinject	P14	C06	1535	1014396025	2
LFQ intensity 616_S322-P15-C1-1015908430-reinject	P15	C01	1536	1015908430	4
LFQ intensity 624_S322-P15-G12-1015634791-reprep	P15	G12	1537	1015634791	1
LFQ intensity 624_S322-P16-A2-1015908724-reprep	P16	A02	1538	1015908724	4
LFQ intensity 624_S322-P16-A4-1014401681-reprep	P16	A04	1539	1014401681	2
LFQ intensity 616_S322-P17-B8-1015629755-reinject	P17	B8	1540	1015629755	2
LFQ intensity 616_S322-P17-C7-1015631632-reinject	P17	C7	1541	1015631632	1
