RawFile	Plate	Position	RunOrder	SampleNo	Condition
LFQ intensity 424_S322-1015922933-P10-H7	P10	H07	698	1015922933	4
LFQ intensity 424_S322-1015628695-P10-H8	P10	H08	699	1015628695	1
LFQ intensity 424_S322-1014401698-P10-H9	P10	H09	700	1014401698	3
LFQ intensity 424_S322-1015624703-P10-H10	P10	H10	701	1015624703	2
LFQ intensity 424_S322-1015624690-P10-H11	P10	H11	702	1015624690	1
LFQ intensity 424_S322-1015639823-P10-H12	P10	H12	703	1015639823	Pool2
LFQ intensity 428_S322-1015634831-P11-A1	P11	A01	704	1015634831	1
LFQ intensity 428_S322-1015908042-P11-A2	P11	A02	705	1015908042	4
LFQ intensity 428_S322-1015628528-P11-A3	P11	A03	706	1015628528	2
LFQ intensity 428_S322-1014395986-P11-A4	P11	A04	707	1014395986	1
LFQ intensity 428_S322-1014579514-P11-A5	P11	A05	708	1014579514	1
LFQ intensity 428_S322-1015624741-P11-A6	P11	A06	709	1015624741	2
LFQ intensity 428_S322-1014397912-P11-A7	P11	A07	710	1014397912	3
LFQ intensity 428_S322-1015923834-P11-A8	P11	A08	711	1015923834	4
LFQ intensity 428_S322-1015622031-P11-A9	P11	A09	712	1015622031	2
LFQ intensity 428_S322-1015628626-P11-A10	P11	A10	713	1015628626	1
LFQ intensity 428_S322-1015908420-P11-A11	P11	A11	714	1015908420	2
LFQ intensity 428_S322-1014396031-P11-A12	P11	A12	715	1014396031	2
LFQ intensity 428_S322-1014397945-P11-B1	P11	B01	716	1014397945	1
LFQ intensity 428_S322-1015627646-P11-B2	P11	B02	717	1015627646	3
LFQ intensity 428_S322-1015908425-P11-B3	P11	B03	718	1015908425	3
LFQ intensity 428_S322-1015922823-P11-B4	P11	B04	719	1015922823	1
LFQ intensity 428_S322-1014579501-P11-B5	P11	B05	720	1014579501	3
LFQ intensity 428_S322-1015922792-P11-B6	P11	B06	721	1015922792	3
LFQ intensity 428_S322-1014402190-P11-B7	P11	B07	722	1014402190	1
LFQ intensity 428_S322-1014402768-P11-B10	P11	B10	723	1014402768	2
LFQ intensity 428_S322-1015907914-P11-B11	P11	B11	724	1015907914	2
LFQ intensity 428_S322-1015914167-P11-B12	P11	B12	725	1015914167	Pool1
LFQ intensity 428_S322-1015635744-P11-C2	P11	C02	726	1015635744	1
LFQ intensity 428_S322-1014394946-P11-C3	P11	C03	727	1014394946	3
LFQ intensity 428_S322-1014394976-P11-C4	P11	C04	728	1014394976	2
LFQ intensity 428_S322-1015908428-P11-C5	P11	C05	729	1015908428	2
LFQ intensity 428_S322-1015903964-P11-C6	P11	C06	730	1015903964	3
LFQ intensity 428_S322-1014579489-P11-C7	P11	C07	731	1014579489	1
LFQ intensity 502_S322-1015624719-P11-C10	P11	C10	732	1015624719	1
LFQ intensity 502_S322-1015908656-P11-C11	P11	C11	733	1015908656	4
LFQ intensity 502_S322-1015922901-P11-C12	P11	C12	734	1015922901	3
LFQ intensity 502_S322-1015908720-P11-D1	P11	D01	735	1015908720	4
LFQ intensity 502_S322-1015634833-P11-D2	P11	D02	736	1015634833	3
LFQ intensity 502_S322-1015907965-P11-D3	P11	D03	737	1015907965	3
LFQ intensity 502_S322-1015627604-P11-D4	P11	D04	738	1015627604	2
LFQ intensity 502_S322-1015908384-P11-D5	P11	D05	739	1015908384	2
LFQ intensity 502_S322-1014402748-P11-D6	P11	D06	740	1014402748	2
LFQ intensity 502_S322-1014579469-P11-D7	P11	D07	741	1014579469	2
LFQ intensity 502_S322-1015627594-P11-D8	P11	D08	742	1015627594	1
LFQ intensity 502_S322-1014398011-P11-D9	P11	D09	743	1014398011	1
LFQ intensity 502_S322-1015923896-P11-D10	P11	D10	744	1015923896	2
LFQ intensity 502_S322-1015624746-P11-D11	P11	D11	745	1015624746	1
LFQ intensity 502_S322-1015639799-P11-D12	P11	D12	746	1015639799	Pool2
LFQ intensity 502_S322-1015908683-P11-E1	P11	E01	747	1015908683	4
LFQ intensity 502_S322-1014403963-P11-E2	P11	E02	748	1014403963	1
LFQ intensity 502_S322-1015922772-P11-E3	P11	E03	749	1015922772	2
LFQ intensity 502_S322-1014398047-P11-E4	P11	E04	750	1014398047	3
LFQ intensity 502_S322-1015621828-P11-E5	P11	E05	751	1015621828	3
LFQ intensity 502_S322-1014579276-P11-E6	P11	E06	752	1014579276	1
LFQ intensity 502_S322-1014397017-P11-E7	P11	E07	753	1014397017	1
LFQ intensity 502_S322-1014397192-P11-E8	P11	E08	754	1014397192	1
LFQ intensity 502_S322-1014398018-P11-E9	P11	E09	755	1014398018	1
LFQ intensity 502_S322-1015923959-P11-E10	P11	E10	756	1015923959	3
LFQ intensity 502_S322-1015908733-P11-E11	P11	E11	757	1015908733	2
LFQ intensity 502_S322-1015908725-P11-E12	P11	E12	758	1015908725	1
LFQ intensity 502_S322-1015911153-P11-F1	P11	F01	759	1015911153	3
LFQ intensity 502_S322-1014397978-P11-F2	P11	F02	760	1014397978	3
LFQ intensity 502_S322-1015907988-P11-F3	P11	F03	761	1015907988	1
LFQ intensity 502_S322-1015634822-P11-F4	P11	F04	762	1015634822	4
LFQ intensity 502_S322-1015624851-P11-F5	P11	F05	763	1015624851	1
LFQ intensity 502_S322-1014402192-P11-F6	P11	F06	764	1014402192	3
LFQ intensity 502_S322-1015622306-P11-F7	P11	F07	765	1015622306	3
LFQ intensity 502_S322-1015628631-P11-F8	P11	F08	766	1015628631	3
LFQ intensity 502_S322-1015907891-P11-F9	P11	F09	767	1015907891	4
LFQ intensity 502_S322-1014398045-P11-F10	P11	F10	768	1014398045	1
LFQ intensity 502_S322-1015623250-P11-F11	P11	F11	769	1015623250	2
LFQ intensity 502_S322-1015914175-P11-F12	P11	F12	770	1015914175	Pool1
LFQ intensity 502_S322-1015624704-P11-G1	P11	G01	771	1015624704	3
LFQ intensity 502_S322-1014579278-P11-G2	P11	G02	772	1014579278	3
LFQ intensity 502_S322-1014401670-P11-G3	P11	G03	773	1014401670	3
LFQ intensity 502_S322-1014396051-P11-G4	P11	G04	774	1014396051	2
LFQ intensity 502_S322-1015622075-P11-G5	P11	G05	775	1015622075	1
LFQ intensity 502_S322-1015923997-P11-G6	P11	G06	776	1015923997	3
LFQ intensity 502_S322-1015922882-P11-G7	P11	G07	777	1015922882	4
LFQ intensity 502_S322-1015911842-P11-G8	P11	G08	778	1015911842	3
LFQ intensity 502_S322-1015624729-P11-G9	P11	G09	779	1015624729	3
LFQ intensity 502_S322-1015623508-P11-G10	P11	G10	780	1015623508	3
LFQ intensity 502_S322-1014402102-P11-G11	P11	G11	781	1014402102	3
LFQ intensity 502_S322-1015629214-P11-G12	P11	G12	782	1015629214	2
LFQ intensity 502_S322-1015903203-P11-H1	P11	H01	783	1015903203	1
LFQ intensity 502_S322-1015623356-P11-H2	P11	H02	784	1015623356	1
LFQ intensity 502_S322-1015634779-P11-H3	P11	H03	785	1015634779	4
LFQ intensity 502_S322-1015631449-P11-H4	P11	H04	786	1015631449	2
LFQ intensity 502_S322-1015634778-P11-H5	P11	H05	787	1015634778	3
LFQ intensity 502_S322-1015922881-P11-H6	P11	H06	788	1015922881	3
LFQ intensity 502_S322-1015629269-P11-H7	P11	H07	789	1015629269	3
LFQ intensity 502_S322-1015623473-P11-H8	P11	H08	790	1015623473	1
LFQ intensity 502_S322-1014394942-P11-H9	P11	H09	791	1014394942	2
LFQ intensity 502_S322-1014401667-P11-H10	P11	H10	792	1014401667	3
LFQ intensity 502_S322-1014402739-P11-H11	P11	H11	793	1014402739	2
LFQ intensity 502_S322-1015639807-P11-H12	P11	H12	794	1015639807	Pool2
LFQ intensity 505_S322-1015908014-P12-A1	P12	A01	795	1015908014	3
LFQ intensity 505_S322-1015627587-P12-A2	P12	A02	796	1015627587	3
LFQ intensity 505_S322-1014401875-P12-A3	P12	A03	797	1014401875	1
LFQ intensity 505_S322-1015627606-P12-A4	P12	A04	798	1015627606	4
LFQ intensity 505_S322-1015628627-P12-A5	P12	A05	799	1015628627	2
LFQ intensity 505_S322-1015629238-P12-A6	P12	A06	800	1015629238	3
LFQ intensity 505_S322-1015922848-P12-A7	P12	A07	801	1015922848	2
LFQ intensity 505_S322-1015634826-P12-A8	P12	A08	802	1015634826	4
LFQ intensity 505_S322-1015622025-P12-A9	P12	A09	803	1015622025	2
LFQ intensity 505_S322-1015627584-P12-A10	P12	A10	804	1015627584	4
LFQ intensity 505_S322-1015628539-P12-A11	P12	A11	805	1015628539	2
LFQ intensity 505_S322-1014402167-P12-B1	P12	B01	806	1014402167	1
LFQ intensity 505_S322-1015907989-P12-B2	P12	B02	807	1015907989	2
LFQ intensity 505_S322-1014396869-P12-B3	P12	B03	808	1014396869	2
LFQ intensity 505_S322-1014394978-P12-B4	P12	B04	809	1014394978	1
LFQ intensity 505_S322-1014396854-P12-B5	P12	B05	810	1014396854	2
LFQ intensity 505_S322-1014579462-P12-B6	P12	B06	811	1014579462	1
LFQ intensity 505_S322-1014396028-P12-B7	P12	B07	812	1014396028	2
LFQ intensity 505_S322-1015622066-P12-B8	P12	B08	813	1015622066	1
LFQ intensity 505_S322-1014396050-P12-B9	P12	B09	814	1014396050	1
LFQ intensity 505_S322-1015635780-P12-B10	P12	B10	815	1015635780	1
LFQ intensity 505_S322-1015908448-P12-B11	P12	B11	816	1015908448	1
LFQ intensity 505_S322-1015914151-P12-B12	P12	B12	817	1015914151	Pool1
LFQ intensity 505_S322-1015634795-P12-C1	P12	C01	818	1015634795	1
LFQ intensity 505_S322-1015629205-P12-C2	P12	C02	819	1015629205	3
LFQ intensity 505_S322-1015622019-P12-C3	P12	C03	820	1015622019	2
LFQ intensity 505_S322-1015635774-P12-C4	P12	C04	821	1015635774	3
LFQ intensity 505_S322-1015910788-P12-C5	P12	C05	822	1015910788	3
LFQ intensity 505_S322-1015907955-P12-C6	P12	C06	823	1015907955	4
LFQ intensity 505_S322-1014394993-P12-C7	P12	C07	824	1014394993	3
LFQ intensity 505_S322-1015624710-P12-C8	P12	C08	825	1015624710	3
LFQ intensity 505_S322-1014579463-P12-C10	P12	C10	826	1014579463	2
LFQ intensity 505_S322-1015923978-P12-C11	P12	C11	827	1015923978	3
LFQ intensity 505_S322-1014402206-P12-C12	P12	C12	828	1014402206	2
LFQ intensity 505_S322-1015908439-P12-D1	P12	D01	829	1015908439	1
LFQ intensity 505_S322-1014396905-P12-D2	P12	D02	830	1014396905	2
LFQ intensity 505_S322-1015922907-P12-D3	P12	D03	831	1015922907	1
LFQ intensity 505_S322-1014398010-P12-D4	P12	D04	832	1014398010	3
LFQ intensity 505_S322-1015631600-P12-D5	P12	D05	833	1015631600	2
LFQ intensity 505_S322-1015622059-P12-D6	P12	D06	834	1015622059	2
LFQ intensity 505_S322-1014395999-P12-D7	P12	D07	835	1014395999	2
LFQ intensity 505_S322-1015623485-P12-D8	P12	D08	836	1015623485	3
LFQ intensity 505_S322-1015911777-P12-D9	P12	D09	837	1015911777	3
LFQ intensity 505_S322-1015922822-P12-D10	P12	D10	838	1015922822	3
LFQ intensity 505_S322-1015637661-P12-D11	P12	D11	839	1015637661	3
LFQ intensity 505_S322-1015639783-P12-D12	P12	D12	840	1015639783	Pool2
LFQ intensity 505_S322-1014402734-P12-E1	P12	E01	841	1014402734	3
LFQ intensity 505_S322-1015923892-P12-E2	P12	E02	842	1015923892	2
LFQ intensity 505_S322-1015631660-P12-E3	P12	E03	843	1015631660	2
LFQ intensity 505_S322-1015908658-P12-E4	P12	E04	844	1015908658	2
LFQ intensity 505_S322-1015623292-P12-E5	P12	E05	845	1015623292	2
LFQ intensity 505_S322-1014579326-P12-E6	P12	E06	846	1014579326	1
LFQ intensity 505_S322-1015622043-P12-E7	P12	E07	847	1015622043	1
LFQ intensity 505_S322-1014397149-P12-E8	P12	E08	848	1014397149	1
LFQ intensity 505_S322-1015629268-P12-E9	P12	E09	849	1015629268	2
LFQ intensity 505_S322-1014395996-P12-E10	P12	E10	850	1014395996	2
LFQ intensity 505_S322-1014398013-P12-E11	P12	E11	851	1014398013	3
LFQ intensity 505_S322-1015629245-P12-E12	P12	E12	852	1015629245	1
LFQ intensity 505_S322-1014402108-P12-F1	P12	F01	853	1014402108	3
LFQ intensity 505_S322-1015922776-P12-F3	P12	F03	854	1015922776	2
LFQ intensity 505_S322-1014395070-P12-F4	P12	F04	855	1014395070	3
LFQ intensity 505_S322-1014397814-P12-F5	P12	F05	856	1014397814	2
LFQ intensity 505_S322-1015908084-P12-F6	P12	F06	857	1015908084	1
LFQ intensity 505_S322-1015635634-P12-F7	P12	F07	858	1015635634	4
LFQ intensity 505_S322-1015634820-P12-F8	P12	F08	859	1015634820	2
LFQ intensity 505_S322-1015908061-P12-F9	P12	F09	860	1015908061	4
LFQ intensity 505_S322-1015623084-P12-F10	P12	F10	861	1015623084	2
LFQ intensity 505_S322-1015629086-P12-F11	P12	F11	862	1015629086	1
LFQ intensity 505_S322-1015914159-P12-F12	P12	F12	863	1015914159	Pool1
LFQ intensity 505_S322-1015628750-P12-G1	P12	G01	864	1015628750	3
LFQ intensity 505_S322-1014397062-P12-G2	P12	G02	865	1014397062	3
LFQ intensity 505_S322-1015629225-P12-G3	P12	G03	866	1015629225	2
LFQ intensity 505_S322-1015908032-P12-G5	P12	G05	867	1015908032	4
LFQ intensity 505_S322-1014402112-P12-G6	P12	G06	868	1014402112	1
LFQ intensity 505_S322-1015637673-P12-G7	P12	G07	869	1015637673	3
LFQ intensity 505_S322-1014402081-P12-G8	P12	G08	870	1014402081	2
LFQ intensity 505_S322-1015908442-P12-G9	P12	G09	871	1015908442	4
LFQ intensity 505_S322-1015629266-P12-G10	P12	G10	872	1015629266	3
LFQ intensity 505_S322-1015923853-P12-G11	P12	G11	873	1015923853	4
LFQ intensity 505_S322-1015908690-P12-G12	P12	G12	874	1015908690	4
LFQ intensity 505_S322-1015903216-P12-H1	P12	H01	875	1015903216	3
LFQ intensity 505_S322-1015908702-P12-H2	P12	H02	876	1015908702	4
LFQ intensity 505_S322-1015621840-P12-H3	P12	H03	877	1015621840	3
LFQ intensity 505_S322-1015621879-P12-H4	P12	H04	878	1015621879	3
LFQ intensity 505_S322-1014579259-P12-H5	P12	H05	879	1014579259	2
LFQ intensity 505_S322-1015923844-P12-H6	P12	H06	880	1015923844	2
LFQ intensity 505_S322-1015634807-P12-H7	P12	H07	881	1015634807	1
LFQ intensity 505_S322-1015624748-P12-H8	P12	H08	882	1015624748	3
LFQ intensity 505_S322-1015908672-P12-H9	P12	H09	883	1015908672	1
LFQ intensity 505_S322-1015628565-P12-H10	P12	H10	884	1015628565	2
LFQ intensity 505_S322-1015629261-P12-H11	P12	H11	885	1015629261	1
LFQ intensity 505_S322-1015639791-P12-H12	P12	H12	886	1015639791	Pool2
LFQ intensity 508_S322-1015623483-P13-A1	P13	A01	887	1015623483	1
LFQ intensity 508_S322-1014579580-P13-A2	P13	A02	888	1014579580	1
LFQ intensity 508_S322-1014395025-P13-A3	P13	A03	889	1014395025	3
LFQ intensity 508_S322-1014402724-P13-A4	P13	A04	890	1014402724	3
LFQ intensity 508_S322-1014397910-P13-A5	P13	A05	891	1014397910	1
LFQ intensity 508_S322-1015629231-P13-A6	P13	A06	892	1015629231	2
LFQ intensity 508_S322-1014398023-P13-A7	P13	A07	893	1014398023	3
LFQ intensity 508_S322-1015923840-P13-A8	P13	A08	894	1015923840	2
LFQ intensity 508_S322-1015923939-P13-A9	P13	A09	895	1015923939	1
LFQ intensity 508_S322-1015629216-P13-A10	P13	A10	896	1015629216	1
LFQ intensity 508_S322-1015631667-P13-A11	P13	A11	897	1015631667	1
LFQ intensity 508_S322-1015624730-P13-A12	P13	A12	898	1015624730	1
LFQ intensity 508_S322-1014397809-P13-B1	P13	B01	899	1014397809	2
LFQ intensity 508_S322-1015922890-P13-B2	P13	B02	900	1015922890	2
LFQ intensity 508_S322-1015903244-P13-B3	P13	B03	901	1015903244	1
LFQ intensity 508_S322-1015903215-P13-B4	P13	B04	902	1015903215	2
LFQ intensity 508_S322-1015623405-P13-B5	P13	B05	903	1015623405	3
LFQ intensity 508_S322-1015922908-P13-B6	P13	B06	904	1015922908	2
LFQ intensity 508_S322-1014402096-P13-B7	P13	B07	905	1014402096	2
LFQ intensity 508_S322-1015629208-P13-B8	P13	B08	906	1015629208	1
LFQ intensity 508_S322-1015621882-P13-B9	P13	B09	907	1015621882	3
LFQ intensity 508_S322-1015908117-P13-B11	P13	B11	908	1015908117	1
LFQ intensity 508_S322-1015914135-P13-B12	P13	B12	909	1015914135	Pool1
LFQ intensity 508_S322-1014402769-P13-C1	P13	C01	910	1014402769	3
LFQ intensity 508_S322-1014402091-P13-C2	P13	C02	911	1014402091	3
LFQ intensity 508_S322-1015908378-P13-C3	P13	C03	912	1015908378	4
LFQ intensity 508_S322-1014398007-P13-C4	P13	C04	913	1014398007	3
LFQ intensity 508_S322-1015911900-P13-C5	P13	C05	914	1015911900	1
LFQ intensity 508_S322-1015627633-P13-C6	P13	C06	915	1015627633	2
LFQ intensity 508_S322-1014402749-P13-C7	P13	C07	916	1014402749	3
LFQ intensity 508_S322-1014402085-P13-C8	P13	C08	917	1014402085	3
LFQ intensity 508_S322-1014402330-P13-C9	P13	C09	918	1014402330	1
LFQ intensity 508_S322-1015907954-P13-C10	P13	C10	919	1015907954	3
LFQ intensity 508_S322-1015622003-P13-C11	P13	C11	920	1015622003	2
LFQ intensity 508_S322-1014397905-P13-C12	P13	C12	921	1014397905	2
LFQ intensity 508_S322-1014579353-P13-D1	P13	D01	922	1014579353	3
LFQ intensity 508_S322-1015634836-P13-D2	P13	D02	923	1015634836	2
LFQ intensity 508_S322-1014402065-P13-D3	P13	D03	924	1014402065	2
LFQ intensity 508_S322-1015635752-P13-D4	P13	D04	925	1015635752	1
LFQ intensity 508_S322-1014402080-P13-D5	P13	D05	926	1014402080	1
LFQ intensity 508_S322-1015634771-P13-D6	P13	D06	927	1015634771	2
LFQ intensity 508_S322-1015634808-P13-D7	P13	D07	928	1015634808	2
LFQ intensity 508_S322-1015627629-P13-D8	P13	D08	929	1015627629	1
LFQ intensity 508_S322-1015922899-P13-D9	P13	D09	930	1015922899	1
LFQ intensity 508_S322-1014396494-P13-D10	P13	D10	931	1014396494	2
LFQ intensity 508_S322-1015622290-P13-D11	P13	D11	932	1015622290	3
LFQ intensity 508_S322-1015639767-P13-D12	P13	D12	933	1015639767	Pool2
LFQ intensity 508_S322-1015922845-P13-E1	P13	E01	934	1015922845	3
LFQ intensity 508_S322-1014396036-P13-E2	P13	E02	935	1014396036	1
LFQ intensity 508_S322-1014579513-P13-E3	P13	E03	936	1014579513	3
LFQ intensity 508_S322-1015623355-P13-E4	P13	E04	937	1015623355	3
LFQ intensity 508_S322-1015923884-P13-E5	P13	E05	938	1015923884	2
LFQ intensity 508_S322-1015627596-P13-E6	P13	E06	939	1015627596	3
LFQ intensity 508_S322-1014397870-P13-E7	P13	E07	940	1014397870	2
LFQ intensity 508_S322-1014579258-P13-E8	P13	E08	941	1014579258	1
LFQ intensity 508_S322-1015624749-P13-E9	P13	E09	942	1015624749	1
LFQ intensity 508_S322-1014397935-P13-E10	P13	E10	943	1014397935	1
LFQ intensity 508_S322-1014401692-P13-E11	P13	E11	944	1014401692	1
LFQ intensity 508_S322-1015922902-P13-E12	P13	E12	945	1015922902	4
LFQ intensity 508_S322-1015907949-P13-F1	P13	F01	946	1015907949	2
LFQ intensity 508_S322-1014397904-P13-F2	P13	F02	947	1014397904	1
LFQ intensity 508_S322-1015907990-P13-F3	P13	F03	948	1015907990	1
LFQ intensity 508_S322-1015629275-P13-F4	P13	F04	949	1015629275	1
LFQ intensity 508_S322-1015634773-P13-F5	P13	F05	950	1015634773	1
LFQ intensity 508_S322-1015637753-P13-F6	P13	F06	951	1015637753	2
LFQ intensity 508_S322-1015627583-P13-F7	P13	F07	952	1015627583	3
LFQ intensity 508_S322-1015903187-P13-F8	P13	F08	953	1015903187	3
LFQ intensity 508_S322-1015922838-P13-F9	P13	F09	954	1015922838	2
LFQ intensity 508_S322-1015908031-P13-F10	P13	F10	955	1015908031	2
LFQ intensity 508_S322-1015623383-P13-F11	P13	F11	956	1015623383	1
LFQ intensity 508_S322-1015914143-P13-F12	P13	F12	957	1015914143	Pool1
LFQ intensity 508_S322-1015622305-P13-G1	P13	G01	958	1015622305	2
LFQ intensity 508_S322-1015922864-P13-G2	P13	G02	959	1015922864	2
LFQ intensity 508_S322-1015631579-P13-G3	P13	G03	960	1015631579	3
LFQ intensity 508_S322-1014579464-P13-G4	P13	G04	961	1014579464	3
LFQ intensity 508_S322-1014401700-P13-G5	P13	G05	962	1014401700	2
LFQ intensity 508_S322-1015629247-P13-G6	P13	G06	963	1015629247	3
LFQ intensity 508_S322-1015627619-P13-G7	P13	G07	964	1015627619	2
LFQ intensity 508_S322-1014402150-P13-G8	P13	G08	965	1014402150	2
LFQ intensity 508_S322-1014402049-P13-G9	P13	G09	966	1014402049	1
LFQ intensity 508_S322-1015922773-P13-G10	P13	G10	967	1015922773	3
LFQ intensity 508_S322-1015903257-P13-G11	P13	G11	968	1015903257	3
LFQ intensity 508_S322-1015922818-P13-G12	P13	G12	969	1015922818	2
LFQ intensity 508_S322-1015628692-P13-H1	P13	H01	970	1015628692	1
LFQ intensity 508_S322-1015908688-P13-H2	P13	H02	971	1015908688	2
LFQ intensity 508_S322-1015627574-P13-H3	P13	H03	972	1015627574	2
LFQ intensity 508_S322-1014402111-P13-H4	P13	H04	973	1014402111	3
LFQ intensity 508_S322-1015622005-P13-H5	P13	H05	974	1015622005	1
LFQ intensity 508_S322-1015622296-P13-H6	P13	H06	975	1015622296	3
LFQ intensity 508_S322-1015623385-P13-H7	P13	H07	976	1015623385	3
LFQ intensity 508_S322-1015908068-P13-H9	P13	H09	977	1015908068	3
LFQ intensity 508_S322-1014394989-P13-H10	P13	H10	978	1014394989	2
LFQ intensity 508_S322-1015908416-P13-H11	P13	H11	979	1015908416	2
LFQ intensity 508_S322-1015639775-P13-H12	P13	H12	980	1015639775	Pool2
LFQ intensity 511_S322-1015908900-P14-A1	P14	A01	981	1015908900	1
LFQ intensity 511_S322-1015923981-P14-A2	P14	A02	982	1015923981	3
LFQ intensity 511_S322-1014396949-P14-A3	P14	A03	983	1014396949	1
LFQ intensity 511_S322-1015908046-P14-A4	P14	A04	984	1015908046	1
LFQ intensity 511_S322-1015622329-P14-A5	P14	A05	985	1015622329	1
LFQ intensity 511_S322-1015624502-P14-A6	P14	A06	986	1015624502	1
LFQ intensity 511_S322-1015908717-P14-A7	P14	A07	987	1015908717	1
LFQ intensity 511_S322-1014397979-P14-A8	P14	A08	988	1014397979	1
LFQ intensity 511_S322-1015908713-P14-A9	P14	A09	989	1015908713	1
LFQ intensity 511_S322-1015908429-P14-A11	P14	A11	990	1015908429	3
LFQ intensity 511_S322-1015922912-P14-B1	P14	B01	991	1015922912	2
LFQ intensity 511_S322-1015922876-P14-B3	P14	B03	992	1015922876	2
LFQ intensity 511_S322-1014402753-P14-B5	P14	B05	993	1014402753	1
LFQ intensity 511_S322-1015903255-P14-B6	P14	B06	994	1015903255	1
LFQ intensity 511_S322-1015622063-P14-B8	P14	B08	995	1015622063	1
LFQ intensity 511_S322-1015908009-P14-B9	P14	B09	996	1015908009	2
LFQ intensity 511_S322-1015627640-P14-C1	P14	C01	997	1015627640	3
LFQ intensity 511_S322-1015908721-P14-C3	P14	C03	998	1015908721	1
LFQ intensity 511_S322-1015923946-P14-C7	P14	C07	999	1015923946	1
LFQ intensity 511_S322-1015627581-P14-C9	P14	C09	1000	1015627581	1
LFQ intensity 511_S322-1015621885-P14-C10	P14	C10	1001	1015621885	3
LFQ intensity 511_S322-1015907986-P14-C11	P14	C11	1002	1015907986	2
LFQ intensity 511_S322-1015627569-P14-C12	P14	C12	1003	1015627569	2
LFQ intensity 511_S322-1014579502-P14-D1	P14	D01	1004	1014579502	1
LFQ intensity 511_S322-1015907919-P14-D2	P14	D02	1005	1015907919	3
LFQ intensity 511_S322-1014579263-P14-D3	P14	D03	1006	1014579263	3
LFQ intensity 511_S322-1015637765-P14-D4	P14	D04	1007	1015637765	2
LFQ intensity 511_S322-1015922872-P14-D5	P14	D05	1008	1015922872	2
LFQ intensity 511_S322-1014401714-P14-D6	P14	D06	1009	1014401714	1
LFQ intensity 511_S322-1015908415-P14-D7	P14	D07	1010	1015908415	1
LFQ intensity 511_S322-1015624705-P14-D8	P14	D08	1011	1015624705	1
LFQ intensity 511_S322-1014402084-P14-D9	P14	D09	1012	1014402084	2
LFQ intensity 511_S322-1015908025-P14-D10	P14	D10	1013	1015908025	3
LFQ intensity 511_S322-1015623403-P14-D11	P14	D11	1014	1015623403	1
LFQ intensity 511_S322-1015640311-P14-D12	P14	D12	1015	1015640311	Pool2
LFQ intensity 511_S322-1015923887-P14-E1	P14	E01	1016	1015923887	2
LFQ intensity 511_S322-1014398002-P14-E2	P14	E02	1017	1014398002	3
LFQ intensity 511_S322-1015627626-P14-E3	P14	E03	1018	1015627626	4
LFQ intensity 511_S322-1015922781-P14-E4	P14	E04	1019	1015922781	3
LFQ intensity 511_S322-1015925489-P14-E5	P14	E05	1020	1015925489	2
LFQ intensity 511_S322-1015624857-P14-E6	P14	E06	1021	1015624857	1
LFQ intensity 511_S322-1014394938-P14-E7	P14	E07	1022	1014394938	2
LFQ intensity 511_S322-1015923965-P14-E8	P14	E08	1023	1015923965	3
LFQ intensity 511_S322-1015622030-P14-E9	P14	E09	1024	1015622030	1
LFQ intensity 511_S322-1015922924-P14-E10	P14	E10	1025	1015922924	2
LFQ intensity 511_S322-1014397011-P14-E11	P14	E11	1026	1014397011	1
LFQ intensity 511_S322-1015628600-P14-E12	P14	E12	1027	1015628600	2
LFQ intensity 511_S322-1015629203-P14-F1	P14	F01	1028	1015629203	1
LFQ intensity 511_S322-1015635746-P14-F2	P14	F02	1029	1015635746	3
LFQ intensity 511_S322-1014402348-P14-F3	P14	F03	1030	1014402348	1
LFQ intensity 511_S322-1015624549-P14-F4	P14	F04	1031	1015624549	1
LFQ intensity 511_S322-1015922884-P14-F5	P14	F05	1032	1015922884	2
LFQ intensity 511_S322-1015908034-P14-F6	P14	F06	1033	1015908034	2
LFQ intensity 511_S322-1014401671-P14-F7	P14	F07	1034	1014401671	1
LFQ intensity 511_S322-1015627590-P14-F8	P14	F08	1035	1015627590	2
LFQ intensity 511_S322-1014397819-P14-F9	P14	F09	1036	1014397819	2
LFQ intensity 511_S322-1015923927-P14-F10	P14	F10	1037	1015923927	1
LFQ intensity 511_S322-1015923995-P14-F11	P14	F11	1038	1015923995	1
LFQ intensity 511_S322-1015914222-P14-F12	P14	F12	1039	1015914222	Pool1
LFQ intensity 511_S322-1015623441-P14-G1	P14	G01	1040	1015623441	1
LFQ intensity 511_S322-1015628669-P14-G2	P14	G02	1041	1015628669	1
LFQ intensity 511_S322-1014401728-P14-G3	P14	G03	1042	1014401728	2
LFQ intensity 511_S322-1015634787-P14-G4	P14	G04	1043	1015634787	2
LFQ intensity 511_S322-1015903190-P14-G5	P14	G05	1044	1015903190	3
LFQ intensity 511_S322-1014402042-P14-G6	P14	G06	1045	1014402042	3
LFQ intensity 511_S322-1014579311-P14-G7	P14	G07	1046	1014579311	1
LFQ intensity 511_S322-1014396981-P14-G8	P14	G08	1047	1014396981	3
LFQ intensity 511_S322-1014395993-P14-G9	P14	G09	1048	1014395993	2
LFQ intensity 511_S322-1014579498-P14-G10	P14	G10	1049	1014579498	3
LFQ intensity 511_S322-1015908901-P14-G11	P14	G11	1050	1015908901	2
LFQ intensity 511_S322-1015903201-P14-G12	P14	G12	1051	1015903201	2
LFQ intensity 511_S322-1015624727-P14-H1	P14	H01	1052	1015624727	1
